"","actual","X0","X1","predict"
"380653956","1",0.41647156057281,0.58352843942719,1
"380667361","0",0.410231681015083,0.589768318984917,1
"380673691","1",0.415786056422639,0.584213943577361,1
"380685493","1",0.412001661378042,0.587998338621958,1
"380704551","0",0.410863088361073,0.589136911638927,1
"380723959","0",0.415120835778976,0.584879164221024,1
"380797090","0",0.412889807342255,0.587110192657745,1
"380801198","1",0.409839610952247,0.590160389047753,1
"380816610","1",0.202950104884569,0.797049895115431,1
"380821386","0",0.399346452713967,0.600653547286033,1
"380827750","0",0.413582823338236,0.586417176661764,1
"380838889","0",0.402868210480813,0.597131789519187,1
"380842676","0",0.401712671394528,0.598287328605472,1
"380842808","0",0.40500627872609,0.59499372127391,1
"380855461","0",0.409140997541473,0.590859002458527,1
"380868196","0",0.397604923679425,0.602395076320575,1
"380868218","0",0.40288365554677,0.59711634445323,1
"380868774","0",0.414824716147802,0.585175283852198,1
"380908078","0",0.416193870969534,0.583806129030466,1
"380922768","0",0.412032100379118,0.587967899620882,1
"380925821","0",0.411269308534918,0.588730691465082,1
"380935558","0",0.400558577379693,0.599441422620307,1
"381848121","0",0.407072411695757,0.592927588304243,1
"381868192","0",0.415439673282397,0.584560326717603,1
"381876576","1",0.401160904475426,0.598839095524574,1
"381895036","0",0.413600156536639,0.586399843463361,1
"381909888","1",0.38520875627954,0.61479124372046,1
"381935463","1",0.404597828058105,0.595402171941895,1
"381970507","0",0.407782710884984,0.592217289115016,1
"382029165","1",0.414500793173313,0.585499206826687,1
"382045152","0",0.410961270336161,0.589038729663839,1
"382048611","0",0.41486263195573,0.58513736804427,1
"382052118","1",0.416673324128173,0.583326675871827,1
"382068768","1",0.413776009808911,0.586223990191089,1
"382072983","0",0.398366971928137,0.601633028071863,1
"382080852","0",0.397190854878402,0.602809145121598,1
"382101080","0",0.411261612376471,0.588738387623529,1
"382101652","0",0.405856069378109,0.594143930621891,1
"382103172","1",0.415332305054396,0.584667694945604,1
"382105963","0",0.40694796063693,0.59305203936307,1
"384022264","1",0.41673197997335,0.58326802002665,1
"384027955","1",0.411229430625889,0.588770569374111,1
"384054387","0",0.405045955729954,0.594954044270046,1
"384056079","1",0.415923405057533,0.584076594942467,1
"384065674","0",0.388969692198395,0.611030307801605,1
"384092613","0",0.398565872690824,0.601434127309176,1
"384092869","1",0.414511145485537,0.585488854514463,1
"384095876","0",0.408214566326008,0.591785433673992,1
"384121546","1",0.415682013899891,0.584317986100109,1
"384127046","1",0.402857821430602,0.597142178569398,1
"384143863","1",0.402919751681445,0.597080248318555,1
"384151909","1",0.408047101995989,0.591952898004011,1
"384165676","1",0.382756452341907,0.617243547658093,1
"384185748","0",0.389643491748266,0.610356508251734,1
"384186419","0",0.41413408009815,0.58586591990185,1
"384206609","0",0.412341475266793,0.587658524733207,1
"384233440","0",0.414026031542117,0.585973968457883,1
"384252476","0",0.402329720308031,0.597670279691969,1
"384252696","0",0.405199126014519,0.594800873985481,1
"384252957","0",0.414226457949056,0.585773542050944,1
"384263402","1",0.404170124825215,0.595829875174785,1
"384273567","0",0.411556999670644,0.588443000329356,1
"384288394","1",0.413641291445802,0.586358708554198,1
"384289635","1",0.40000154730651,0.59999845269349,1
"384290061","0",0.408830248148817,0.591169751851183,1
"384291761","0",0.396248893737993,0.603751106262007,1
"384293817","0",0.410549424534446,0.589450575465554,1
"384295271","0",0.40311442481711,0.59688557518289,1
"384295701","1",0.414015996971756,0.585984003028244,1
"384296739","1",0.403678366917155,0.596321633082845,1
"384297852","0",0.395060428263014,0.604939571736986,1
"384302886","0",0.399048101806447,0.600951898193553,1
"388718528","0",0.409010085018527,0.590989914981473,1
"388721223","0",0.403460561905828,0.596539438094172,1
"388725249","1",0.40813004800733,0.59186995199267,1
"388727769","0",0.415320163291082,0.584679836708918,1
"388745402","0",0.399178611414038,0.600821388585962,1
"388764788","0",0.395537277296864,0.604462722703136,1
"388771220","0",0.391418282276173,0.608581717723827,1
"388795880","0",0.410460057651917,0.589539942348083,1
"388799376","0",0.41469507503522,0.58530492496478,1
"388805075","0",0.39371966600304,0.60628033399696,1
"388835929","0",0.41512252928663,0.58487747071337,1
"388856599","1",0.416420121180732,0.583579878819268,1
"388860210","1",0.38567681506081,0.61432318493919,1
"388863585","1",0.40498815110483,0.59501184889517,1
"388866274","0",0.412075831742163,0.587924168257837,1
"388874557","0",0.41343502826725,0.58656497173275,1
"388890411","0",0.416700527401487,0.583299472598513,1
"388900117","0",0.41543601000053,0.58456398999947,1
"388938440","0",0.397087851128478,0.602912148871522,1
"388988871","0",0.386850123895904,0.613149876104096,1
"388989571","0",0.402047013376751,0.597952986623249,1
"388990909","0",0.413670977427688,0.586329022572312,1
"388999911","0",0.405526736687899,0.594473263312101,1
"389002129","0",0.374355468759689,0.625644531240311,1
"391901425","0",0.403813869909032,0.596186130090968,1
"391902363","1",0.415320163291082,0.584679836708918,1
"391905651","0",0.416459273601137,0.583540726398863,1
"391910769","0",0.398035296576505,0.601964703423495,1
"391929498","0",0.411991166973153,0.588008833026847,1
"391937801","1",0.184125937951296,0.815874062048704,1
"391948020","0",0.401304236237886,0.598695763762114,1
"391952109","0",0.409939564743941,0.590060435256059,1
"391963367","0",0.41194893658361,0.58805106341639,1
"391965643","0",0.409316966850924,0.590683033149076,1
"391983816","1",0.400046697323725,0.599953302676275,1
"392000045","0",0.401702769816162,0.598297230183838,1
"392002918","1",0.408127387307377,0.591872612692623,1
"392005375","0",0.413539001290651,0.586460998709349,1
"392019054","1",0.197740331365251,0.802259668634749,1
"392039452","0",0.413852234580928,0.586147765419072,1
"392053255","0",0.410048424381791,0.589951575618209,1
"392069192","0",0.414923563620185,0.585076436379815,1
"392077806","0",0.407340798655753,0.592659201344247,1
"392097401","0",0.416270707522819,0.583729292477181,1
"392097593","1",0.410796325957792,0.589203674042208,1
"392104291","0",0.404137336494919,0.595862663505081,1
"392137820","0",0.411841557061133,0.588158442938867,1
"392148278","0",0.411765033310947,0.588234966689053,1
"392156451","0",0.408656877414367,0.591343122585633,1
"392159743","1",0.405153624820432,0.594846375179568,1
"392163228","0",0.415897998398678,0.584102001601322,1
"392166402","0",0.414778356873231,0.585221643126769,1
"392170519","1",0.404311542983323,0.595688457016677,1
"392172548","0",0.416048734852431,0.583951265147569,1
"392176399","1",0.404944231453484,0.595055768546516,1
"395898564","0",0.410584024999974,0.589415975000026,1
"395915317","0",0.416659371443333,0.583340628556667,1
"395938101","0",0.194913810272222,0.805086189727778,1
"395946823","0",0.398055617458087,0.601944382541913,1
"396031668","1",0.181657838925436,0.818342161074564,1
"396042620","0",0.41626203548978,0.58373796451022,1
"396060219","0",0.408406034120168,0.591593965879832,1
"396063218","0",0.402188564375499,0.597811435624501,1
"396064520","0",0.401211700551586,0.598788299448414,1
"396069678","0",0.413898138547874,0.586101861452126,1
"396072778","0",0.406098703700221,0.593901296299779,1
"396075398","0",0.191839381104542,0.808160618895458,1
"396097366","1",0.179271073837844,0.820728926162156,1
"396097525","0",0.414500793173313,0.585499206826687,1
"396125056","1",0.407830520360635,0.592169479639365,1
"396125451","0",0.408973129892859,0.591026870107141,1
"396138234","1",0.188144767650159,0.811855232349841,1
"396138497","0",0.415915794272661,0.584084205727339,1
"396145855","0",0.415417880815409,0.584582119184591,1
"396155684","0",0.413855928029835,0.586144071970165,1
"396164821","0",0.41290000734947,0.58709999265053,1
"396170797","1",0.416705336509986,0.583294663490014,1
"396171012","1",0.408936532220793,0.591063467779207,1
"396175256","1",0.393920148719347,0.606079851280653,1
"396177323","0",0.404821039025062,0.595178960974938,1
"396178892","0",0.408858815754295,0.591141184245705,1
"396179007","1",0.402916597239668,0.597083402760332,1
"400534610","0",0.218153922244184,0.781846077755816,1
"400542353","1",0.416630664362351,0.583369335637649,1
"400552548","0",0.415213814052377,0.584786185947623,1
"400554134","1",0.408083176640473,0.591916823359527,1
"400570685","0",0.406191675791143,0.593808324208857,1
"400573076","1",0.409152391403832,0.590847608596168,1
"400576834","1",0.21663837932942,0.78336162067058,1
"400593268","1",0.172732070774224,0.827267929225776,1
"400612020","1",0.410500998581737,0.589499001418263,1
"400651651","0",0.181162308176964,0.818837691823036,1
"400674695","0",0.194586245138291,0.805413754861709,1
"400684381","0",0.374430668221328,0.625569331778672,1
"400701873","0",0.414767471232457,0.585232528767543,1
"400727981","1",0.406114140017289,0.593885859982711,1
"400735398","0",0.414315829434502,0.585684170565498,1
"400735505","0",0.410396599686329,0.589603400313671,1
"400736731","0",0.411478155746717,0.588521844253283,1
"400739145","0",0.408714480916433,0.591285519083567,1
"400739785","0",0.409890786479931,0.590109213520069,1
"400739949","0",0.39903174957585,0.60096825042415,1
"400741780","0",0.414736033097833,0.585263966902167,1
"400744226","0",0.414435431493638,0.585564568506362,1
"400752667","0",0.415629032206966,0.584370967793034,1
"400753344","0",0.416095820961946,0.583904179038054,1
"407276807","0",0.414848951152064,0.585151048847936,1
"407285436","1",0.384145321788783,0.615854678211217,1
"407325680","0",0.412931031766336,0.587068968233664,1
"407349761","0",0.177873269633526,0.822126730366474,1
"407361556","0",0.395406472553333,0.604593527446667,1
"407379821","0",0.399291105248926,0.600708894751074,1
"407388240","0",0.398417941462563,0.601582058537437,1
"407397108","0",0.410676545896649,0.589323454103351,1
"407399417","0",0.416119748483752,0.583880251516248,1
"407431394","0",0.415003952786303,0.584996047213697,1
"407434009","1",0.413312022841891,0.586687977158109,1
"407452128","1",0.416216697673207,0.583783302326793,1
"407463994","0",0.415594621327545,0.584405378672455,1
"407480917","1",0.416128024879324,0.583871975120676,1
"407494083","0",0.406921880922228,0.593078119077772,1
"407498876","0",0.405296429447799,0.594703570552201,1
"407511945","0",0.387944074281018,0.612055925718982,1
"407512084","0",0.393311570977832,0.606688429022168,1
"407512095","0",0.396542781144587,0.603457218855413,1
"407529886","0",0.407637821009491,0.592362178990509,1
"407533657","0",0.408014796694795,0.591985203305205,1
"407534813","0",0.408631738558481,0.591368261441519,1
"407534876","0",0.394996344509724,0.605003655490276,1
"407535266","0",0.402173877126737,0.597826122873263,1
"407536963","0",0.397620254108026,0.602379745891974,1
"407539031","0",0.191568655435415,0.808431344564585,1
"407543646","0",0.397825486815659,0.602174513184341,1
"407545412","1",0.378374232776678,0.621625767223322,1
"407548365","1",0.374408359739581,0.625591640260419,1
"407549431","0",0.407658040680414,0.592341959319586,1
"407551951","0",0.310271400744912,0.689728599255088,1
"407554051","1",0.411853181951497,0.588146818048503,1
"407554163","1",0.410746755846587,0.589253244153413,1
"407554171","0",0.412528588228084,0.587471411771916,1
"407557044","0",0.414747305865391,0.585252694134609,1
"409321067","0",0.415433201138636,0.584566798861364,1
"409321113","1",0.4109566394914,0.5890433605086,1
"409347802","0",0.390587007428157,0.609412992571843,1
"409442660","0",0.179766278935404,0.820233721064596,1
"409472938","0",0.41445361151108,0.58554638848892,1
"409483805","0",0.388906030157433,0.611093969842567,1
"409497427","0",0.391722105105458,0.608277894894542,1
"409510054","0",0.39903174957585,0.60096825042415,1
"409512704","0",0.387998845014086,0.612001154985914,1
"409513009","0",0.404263793903791,0.595736206096209,1
"409521222","1",0.406445446765621,0.593554553234379,1
"409522895","0",0.407834127437296,0.592165872562704,1
"409525761","1",0.395909654737182,0.604090345262818,1
"409526761","0",0.301639616083816,0.698360383916184,1
"409526899","0",0.415702149816437,0.584297850183563,1
"413498647","1",0.41567589176008,0.58432410823992,1
"413501381","1",0.415440535717304,0.584559464282696,1
"413503733","0",0.413985838812755,0.586014161187245,1
"413517461","0",0.414912939914644,0.585087060085356,1
"413524727","1",0.416558067507741,0.583441932492259,1
"413553956","0",0.414454757555217,0.585545242444783,1
"413578982","1",0.21605328184226,0.78394671815774,1
"413583438","0",0.413022245862583,0.586977754137417,1
"413588111","0",0.400062536195058,0.599937463804942,1
"413618173","0",0.408227540166214,0.591772459833786,1
"413620701","1",0.413961570312527,0.586038429687473,1
"413622385","1",0.189552214398104,0.810447785601896,1
"413624479","1",0.415003952786303,0.584996047213697,1
"413630602","0",0.411786373146016,0.588213626853984,1
"413632605","0",0.412090583727423,0.587909416272577,1
"413638102","0",0.404562271254666,0.595437728745334,1
"413654970","0",0.411736974205389,0.588263025794611,1
"413668159","0",0.415798714753308,0.584201285246692,1
"413677953","0",0.406991874508848,0.593008125491152,1
"413692858","0",0.386807733881799,0.613192266118201,1
"413699395","0",0.414412655133799,0.585587344866201,1
"413709861","0",0.393311570977832,0.606688429022168,1
"413712740","0",0.40658427700382,0.59341572299618,1
"413718283","1",0.412819715959941,0.587180284040059,1
"413732067","0",0.414300518790963,0.585699481209037,1
"413733560","0",0.405810513489994,0.594189486510006,1
"413735329","0",0.409907095808588,0.590092904191412,1
"413740489","0",0.370798003982887,0.629201996017113,1
"413747982","0",0.403026355413959,0.596973644586041,1
"413749037","0",0.402590623346702,0.597409376653298,1
"413754186","0",0.411921204430736,0.588078795569264,1
"413758562","0",0.411528325309432,0.588471674690568,1
"418201803","0",0.402686076945222,0.597313923054778,1
"418204100","1",0.413601656675808,0.586398343324192,1
"418209266","1",0.188376788832362,0.811623211167638,1
"418233064","1",0.405969466762743,0.594030533237257,1
"418234836","1",0.189232270198724,0.810767729801276,1
"418244688","0",0.406684211677337,0.593315788322663,1
"418256314","0",0.415396075230994,0.584603924769006,1
"418260656","0",0.413883017484637,0.586116982515363,1
"418269288","0",0.415988379337689,0.584011620662311,1
"418276356","0",0.413060731793468,0.586939268206532,1
"418311530","0",0.410817861311136,0.589182138688864,1
"418313877","0",0.414622114502298,0.585377885497702,1
"418318242","0",0.409147172434946,0.590852827565054,1
"418323481","0",0.413390822229032,0.586609177770968,1
"418330798","0",0.414217265236633,0.585782734763367,1
"418339391","0",0.375714329884116,0.624285670115884,1
"418340955","0",0.413890342601852,0.586109657398148,1
"418351404","0",0.214663679237719,0.785336320762281,1
"418392549","0",0.405691861576864,0.594308138423136,1
"418407970","0",0.413776009808911,0.586223990191089,1
"418421930","0",0.409534746524513,0.590465253475487,1
"418430091","0",0.413361214818204,0.586638785181796,1
"418432717","0",0.416266337096655,0.583733662903345,1
"418446098","0",0.41416691624809,0.58583308375191,1
"418456182","1",0.411290352091953,0.588709647908047,1
"418460295","1",0.404460258325144,0.595539741674856,1
"418461134","1",0.413269083810449,0.586730916189551,1
"418462617","0",0.395246066640222,0.604753933359778,1
"418465228","0",0.378685753124331,0.621314246875669,1
"418465480","0",0.40647692090817,0.59352307909183,1
"418467866","1",0.407066681654366,0.592933318345634,1
"418468049","0",0.415847504761217,0.584152495238783,1
"418469069","0",0.205082067414346,0.794917932585654,1
"437781416","0",0.413229868273638,0.586770131726362,1
"437782240","0",0.414419765985601,0.585580234014399,1
"437787398","0",0.201082051615841,0.798917948384159,1
"437796592","0",0.399178611414038,0.600821388585962,1
"437804973","0",0.405361799559022,0.594638200440978,1
"437807623","0",0.405561359183823,0.594438640816177,1
"437844548","0",0.409317110789352,0.590682889210648,1
"437845044","0",0.184276144733834,0.815723855266166,1
"437853839","0",0.403225857515648,0.596774142484352,1
"437887783","0",0.40018049664581,0.59981950335419,1
"437900880","0",0.413223786452293,0.586776213547707,1
"437922642","0",0.408646892771924,0.591353107228076,1
"437976084","0",0.413419431115045,0.586580568884955,1
"437990056","0",0.411296407767416,0.588703592232584,1
"437998410","0",0.407213268225901,0.592786731774099,1
"438003370","0",0.409961842699573,0.590038157300427,1
"438013572","0",0.412861126112783,0.587138873887217,1
"438016830","1",0.403500283812883,0.596499716187117,1
"438036411","1",0.406306912663552,0.593693087336448,1
"438038786","0",0.403527072641061,0.596472927358939,1
"438050586","1",0.399485681173255,0.600514318826745,1
"438435258","0",0.184947265559791,0.815052734440209,1
"438523644","0",0.409282268970729,0.590717731029271,1
"438527760","0",0.412889807342255,0.587110192657745,1
"438553005","0",0.407228157480567,0.592771842519433,1
"438565429","0",0.397191838895213,0.602808161104787,1
"438565497","0",0.404413044231043,0.595586955768957,1
"438589712","0",0.395251703666438,0.604748296333562,1
"438625619","0",0.40542086303388,0.59457913696612,1
"438628165","0",0.41522513363022,0.58477486636978,1
"438641959","0",0.406046711184552,0.593953288815448,1
"438652162","0",0.408951415368834,0.591048584631166,1
"438658543","0",0.399178611414038,0.600821388585962,1
"438673795","0",0.406701207175535,0.593298792824465,1
"438682842","0",0.216212066775943,0.783787933224057,1
"438682963","1",0.415694140556746,0.584305859443254,1
"438687329","0",0.189212264589501,0.810787735410499,1
"440106534","0",0.407028412473039,0.592971587526961,1
"440120367","1",0.413973639620865,0.586026360379135,1
"440130650","0",0.189514744098582,0.810485255901418,1
"440131261","0",0.413605626533486,0.586394373466514,1
"440139207","0",0.403884474916873,0.596115525083127,1
"440146640","0",0.403096828816304,0.596903171183696,1
"440152618","1",0.411478155746717,0.588521844253283,1
"440177066","1",0.177873269633526,0.822126730366474,1
"440177749","1",0.175768604653799,0.824231395346201,1
"440180011","0",0.416072668655465,0.583927331344535,1
"440183608","0",0.413229868273638,0.586770131726362,1
"440188217","0",0.409573434481549,0.590426565518451,1
"440195358","0",0.39797486461624,0.60202513538376,1
"440201392","1",0.206149734530481,0.793850265469519,1
"440206226","0",0.192553641024525,0.807446358975475,1
"440206782","0",0.402620073866855,0.597379926133145,1
"440237260","0",0.407140534100907,0.592859465899093,1
"440250339","1",0.413006749568559,0.586993250431441,1
"440254098","1",0.414595000083236,0.585404999916764,1
"440279392","0",0.4115581771312,0.5884418228688,1
"440284177","0",0.412457165218652,0.587542834781348,1
"440286786","1",0.414969226968395,0.585030773031605,1
"440291929","1",0.406864121261669,0.593135878738331,1
"440294050","1",0.409094341715526,0.590905658284474,1
"440302300","0",0.401962436587923,0.598037563412077,1
"440303769","1",0.398350638348096,0.601649361651904,1
"440304722","1",0.4108526173502,0.5891473826498,1
"440309314","1",0.399931372660261,0.600068627339739,1
"440310991","0",0.415303199570534,0.584696800429466,1
"440312494","1",0.414203863346941,0.585796136653059,1
"440331676","0",0.408973129892859,0.591026870107141,1
"440344598","0",0.409809350001018,0.590190649998982,1
"444292282","1",0.181040765773679,0.818959234226321,1
"444308450","0",0.191314044718255,0.808685955281745,1
"444315585","0",0.410021013230165,0.589978986769835,1
"444316778","1",0.18235080459811,0.81764919540189,1
"444319742","0",0.178374773076738,0.821625226923262,1
"444328378","0",0.192013588206406,0.807986411793594,1
"444329792","1",0.19854626921669,0.80145373078331,1
"444336387","1",0.188160738719619,0.811839261280381,1
"444337314","1",0.172265510602074,0.827734489397926,1
"444340681","1",0.406762365078882,0.593237634921118,1
"444341562","0",0.188576039399158,0.811423960600842,1
"444358535","1",0.192294621886391,0.807705378113609,1
"444364608","0",0.410117304915069,0.589882695084931,1
"444374624","0",0.405922616476548,0.594077383523452,1
"444376605","1",0.212358373211193,0.787641626788807,1
"444379088","0",0.414872100884832,0.585127899115168,1
"444381189","1",0.182668406111381,0.817331593888619,1
"444384672","0",0.188248289790505,0.811751710209495,1
"444391387","1",0.185154290236681,0.814845709763319,1
"444405520","1",0.182645124389945,0.817354875610055,1
"444414589","0",0.179923780883125,0.820076219116875,1
"444420006","1",0.191523573641556,0.808476426358444,1
"444428680","1",0.190102883547796,0.809897116452204,1
"444436326","0",0.218058909878473,0.781941090121527,1
"444445322","0",0.402286359278979,0.597713640721021,1
"444453306","1",0.191490268044972,0.808509731955028,1
"444472921","0",0.415197478476689,0.584802521523311,1
"444479119","0",0.399993489131551,0.600006510868449,1
"444493575","0",0.410599500218583,0.589400499781417,1
"444505884","1",0.21021266861976,0.78978733138024,1
"444509309","0",0.186760807295053,0.813239192704947,1
"444524745","0",0.411332592638864,0.588667407361136,1
"444530503","0",0.415798868183474,0.584201131816526,1
"444536223","0",0.40866458895545,0.59133541104455,1
"444537217","1",0.4083604142972,0.5916395857028,1
"444543969","1",0.194143427347426,0.805856572652574,1
"444545079","0",0.39378702855845,0.60621297144155,1
"444550544","1",0.167885948558165,0.832114051441835,1
"444557479","1",0.186139260274305,0.813860739725695,1
"444561760","0",0.406045687555432,0.593954312444568,1
"444562208","0",0.412828555785028,0.587171444214972,1
"444562780","1",0.180187212891993,0.819812787108007,1
"444566186","1",0.186154574173726,0.813845425826274,1
"444566831","0",0.195302521932594,0.804697478067406,1
"444567271","1",0.189013747256387,0.810986252743613,1
"444567430","1",0.179218808120205,0.820781191879795,1
"444571460","0",0.413944751425503,0.586055248574497,1
"444571583","1",0.186052525086777,0.813947474913223,1
"444572234","0",0.400581960885404,0.599418039114596,1
"444572519","0",0.192353131901806,0.807646868098194,1
"444573327","1",0.180835043554701,0.819164956445299,1
"444573690","1",0.411256324712592,0.588743675287408,1
"444574622","1",0.182656869225153,0.817343130774847,1
"444574883","0",0.410510490615733,0.589489509384267,1
"444575310","0",0.184794356258048,0.815205643741952,1
"444576057","1",0.17650385487771,0.82349614512229,1
"444576519","0",0.40981839275934,0.59018160724066,1
"444576636","1",0.197585654823902,0.802414345176098,1
"444576782","1",0.172051292477645,0.827948707522355,1
"444576870","0",0.188026109349608,0.811973890650392,1
"444577329","1",0.185084584982589,0.814915415017411,1
"444577368","0",0.185762257231207,0.814237742768793,1
"444577486","1",0.18299191615573,0.81700808384427,1
"444577509","1",0.183043272199204,0.816956727800796,1
"444577755","0",0.175393596833825,0.824606403166175,1
"444577820","1",0.187090456219616,0.812909543780384,1
"444578343","1",0.196389485811139,0.803610514188861,1
"444578350","0",0.187389369351557,0.812610630648443,1
"444578592","1",0.182389050814952,0.817610949185048,1
"444578802","1",0.172457571400459,0.827542428599541,1
"444578856","1",0.416157830220338,0.583842169779662,1
"444578894","0",0.188774495950489,0.811225504049511,1
"444579025","1",0.196341952506521,0.803658047493479,1
"444579112","0",0.209116466754907,0.790883533245093,1
"444579174","1",0.18575631821647,0.81424368178353,1
"444579350","1",0.186367875376048,0.813632124623952,1
"444579598","1",0.193150750581576,0.806849249418424,1
"444579613","1",0.194319068069407,0.805680931930593,1
"444579672","1",0.178549395016093,0.821450604983907,1
"444580211","1",0.170563992756969,0.829436007243031,1
"444580259","1",0.1838110837835,0.8161889162165,1
"444580440","1",0.208313338738715,0.791686661261285,1
"444580528","1",0.291437758900632,0.708562241099368,1
"444580892","1",0.206517633658422,0.793482366341578,1
"444581042","1",0.201378850095101,0.798621149904899,1
